1;ICS;Activate Firmware Update Mode;Access Management;0.8
2;ICS;Change Operating Mode;Access Management;0.8
3;ICS;Default Credentials;Access Management;0.8
4;ICS;Detect Operating Mode;Access Management;0.8
5;ICS;Device Restart/Shutdown;Access Management;0.8
6;ICS;Execution through API;Access Management;0.8
7;ICS;Modify Alarm Settings;Access Management;0.8
8;ICS;Module Firmware;Access Management;0.8
9;ICS;Point & Tag Identification;Access Management;0.8
10;ICS;Program Download;Access Management;0.8
11;ICS;Program Upload;Access Management;0.8
12;ICS;Remote Services;Access Management;0.8
13;ICS;System Firmware;Access Management;0.8
14;ICS;Valid Accounts;Access Management;0.8
15;Enterprise;Brute Force;Account Use Policies;0.5
16;Enterprise;Credential Stuffing;Account Use Policies;0.5
17;ICS;External Remote Services;Account Use Policies;0.5
18;Enterprise;Password Guessing;Account Use Policies;0.5
19;Enterprise;Password Spraying;Account Use Policies;0.5
20;ICS;Valid Accounts;Account Use Policies;0.5
21;Enterprise;Cached Domain Credentials;Active Directory Configuration;0.5
22;Enterprise;Credentials in Files;Active Directory Configuration;0.5
23;Enterprise;DCSync;Active Directory Configuration;0.5
24;Enterprise;Golden Ticket;Active Directory Configuration;0.5
25;Enterprise;Group Policy Preferences;Active Directory Configuration;0.5
26;Enterprise;OS Credential Dumping;Active Directory Configuration;0.5
27;Enterprise;Pass the Ticket;Active Directory Configuration;0.5
28;Enterprise;Pass the Ticket;Active Directory Configuration;0.5
29;Enterprise;SAML Tokens;Active Directory Configuration;0.5
30;Enterprise;SID-History Injection;Active Directory Configuration;0.5
31;Enterprise;SID-History Injection;Active Directory Configuration;0.5
32;Enterprise;Software Deployment Tools;Active Directory Configuration;0.5
33;Enterprise;Steal or Forge Kerberos Tickets;Active Directory Configuration;0.5
34;Enterprise;Unsecured Credentials;Active Directory Configuration;0.5
35;ICS;Valid Accounts;Active Directory Configuration;0.5
36;Enterprise;Command and Scripting Interpreter;Antivirus/Antimalware;0.5
37;ICS;Engineering Workstation Compromise;Antivirus/Antimalware;0.5
38;Enterprise;Kernel Modules and Extensions;Antivirus/Antimalware;0.5
39;Enterprise;Kernel Modules and Extensions;Antivirus/Antimalware;0.5
